iter	Logloss
1513	0.1877336422
1514	0.1877172746
1515	0.1876935218
1516	0.1876819041
1517	0.1876579249
1518	0.1876426826
1519	0.1876203645
1520	0.1875985122
1521	0.1875741275
1522	0.1875549345
1523	0.1875393135
1524	0.1875173977
1525	0.1874964871
1526	0.1874764549
1527	0.1874585797
1528	0.1874361521
1529	0.1874158424
1530	0.1873936548
1531	0.1873751517
1532	0.1873484819
1533	0.1873290709
1534	0.1873166049
1535	0.1873015898
1536	0.1872827518
1537	0.1872576525
1538	0.1872300149
1539	0.1872131553
1540	0.187189794
1541	0.1871622787
1542	0.1871452853
1543	0.1871258848
1544	0.1871020112
1545	0.1870829306
1546	0.1870614609
1547	0.1870179086
1548	0.1870083685
1549	0.1869876262
1550	0.1869692445
1551	0.1869423113
1552	0.186923832
1553	0.1869025116
1554	0.1868756885
1555	0.1868611325
1556	0.1868346404
1557	0.1868135634
1558	0.1867927419
1559	0.1867707387
1560	0.186762266
1561	0.1867467143
1562	0.1867359559
1563	0.1867207897
1564	0.1867081942
1565	0.1866905818
1566	0.1866691902
1567	0.1866517607
1568	0.1866357173
1569	0.1866163571
1570	0.186600569
1571	0.1865790751
1572	0.1865656451
1573	0.1865444837
1574	0.1865244605
1575	0.1865086262
1576	0.1864847513
1577	0.1864609328
1578	0.186440407
1579	0.1864210958
1580	0.1863979263
1581	0.1863836505
1582	0.1863698426
1583	0.1863528382
1584	0.1863330595
1585	0.1863104377
1586	0.1862918816
1587	0.1862785199
1588	0.1862606466
1589	0.1862454974
1590	0.1862266866
1591	0.1861988548
1592	0.1861729395
1593	0.1861525605
1594	0.1861259553
1595	0.1861054766
1596	0.186074323
1597	0.1860548899
1598	0.18604126
1599	0.1860139341
1600	0.1859964855
1601	0.1859872693
1602	0.1859715626
1603	0.1859420587
1604	0.1859198226
1605	0.1859013396
1606	0.1858809571
1607	0.1858617346
1608	0.1858303574
1609	0.1857993967
1610	0.1857813669
1611	0.1857560529
1612	0.1857303201
1613	0.1857021123
1614	0.1856827778
1615	0.1856654954
1616	0.185645435
1617	0.1856256325
1618	0.1855610071
1619	0.18554012
1620	0.1855165219
1621	0.1854902536
1622	0.1854644532
1623	0.1854458488
1624	0.1854223472
1625	0.1854098805
1626	0.18538419
1627	0.1853248911
1628	0.185308371
1629	0.185285475
1630	0.185259525
1631	0.1852452987
1632	0.1852226677
1633	0.1851948671
1634	0.1851757505
1635	0.1851620297
1636	0.1851473586
1637	0.1851314213
1638	0.1851054641
1639	0.1850811334
1640	0.1850601508
1641	0.1850449926
1642	0.1850274205
1643	0.1850054847
1644	0.1849869988
1645	0.1849617316
1646	0.1849408445
1647	0.1849137494
1648	0.1848983484
1649	0.1848749936
1650	0.1848549856
1651	0.1848421241
1652	0.184827992
1653	0.1848124764
1654	0.1847930338
1655	0.1847691059
1656	0.1847506743
1657	0.1847294209
1658	0.1847125612
1659	0.1846937084
1660	0.1846763814
1661	0.1846600529
1662	0.184630297
1663	0.1846049685
1664	0.1845786576
1665	0.1845592792
1666	0.1845367543
1667	0.1845198205
1668	0.1845027105
1669	0.1844831717
1670	0.1844641305
1671	0.1844456691
1672	0.1844201358
1673	0.1844048323
1674	0.1843930478
1675	0.1843615768
1676	0.1843352866
1677	0.1843085194
1678	0.1842871222
1679	0.1842743521
1680	0.1842586395
1681	0.184233258
1682	0.18421146
1683	0.1841791461
1684	0.184164842
1685	0.1841379714
1686	0.1841138694
1687	0.1840951872
1688	0.1840768073
1689	0.1840560779
1690	0.1840394502
1691	0.1840156184
1692	0.1839968295
1693	0.1839807753
1694	0.1839583883
1695	0.1839377288
1696	0.1839162704
1697	0.183900284
1698	0.183882814
1699	0.1838675619
1700	0.1838446357
1701	0.1838294656
1702	0.1838071038
1703	0.1837921713
1704	0.1837705594
1705	0.1837506253
1706	0.1837289171
1707	0.183708606
1708	0.1836819276
1709	0.183659321
1710	0.1836395865
1711	0.1836119464
1712	0.1835897513
1713	0.1835703063
1714	0.1835405782
1715	0.1835251201
1716	0.1835083397
1717	0.183487573
1718	0.1834657583
1719	0.1834396082
1720	0.1834203491
1721	0.1834022917
1722	0.1833803829
1723	0.1833641649
1724	0.1833402655
1725	0.183317056
1726	0.1832975204
1727	0.1832795728
1728	0.183257648
1729	0.1832244676
1730	0.1832048076
1731	0.1831833159
1732	0.183166018
1733	0.18314649
1734	0.1831245325
1735	0.1831020643
1736	0.1830850117
1737	0.1830659778
1738	0.1830436447
1739	0.1830336881
1740	0.1830077417
1741	0.1829882776
1742	0.1829684296
1743	0.182935313
1744	0.1828970746
1745	0.1828802559
1746	0.1828581377
1747	0.1828455246
1748	0.1828209987
1749	0.1827992921
1750	0.18278382
1751	0.1827564911
1752	0.1827176456
1753	0.1826952335
1754	0.1826695943
1755	0.1826595022
1756	0.1826378555
1757	0.182615868
1758	0.1825990336
1759	0.1825844278
1760	0.1825649057
1761	0.1825438104
1762	0.1825250361
1763	0.1824997611
1764	0.1824780792
1765	0.1824651929
1766	0.1824465657
1767	0.1824232568
1768	0.1824060811
1769	0.1823863674
1770	0.1823653985
1771	0.1823398397
1772	0.1823103825
1773	0.182292146
1774	0.1822752068
1775	0.1822600448
1776	0.1822406335
1777	0.1822259275
1778	0.1822066526
1779	0.1821808233
1780	0.1821631397
1781	0.1821372981
1782	0.1821131394
1783	0.1820918089
1784	0.1820668122
1785	0.1820461576
1786	0.1820283642
1787	0.1820103566
1788	0.1819806086
1789	0.1819607756
1790	0.1819397755
1791	0.1819139765
1792	0.1818708437
1793	0.1818505469
1794	0.1818391034
1795	0.1818203434
1796	0.1818005127
1797	0.1817777149
1798	0.1817528108
1799	0.181731382
1800	0.1817038276
1801	0.1816825381
1802	0.1816657427
1803	0.1816415383
1804	0.1816220612
1805	0.1816026239
1806	0.1815763833
1807	0.1815221026
1808	0.1815063331
1809	0.1814910693
1810	0.1814619989
1811	0.1814448229
1812	0.181425482
1813	0.1814103796
1814	0.1813955017
1815	0.181381392
1816	0.1813564877
1817	0.1813362756
1818	0.1813183838
1819	0.1813036202
1820	0.1812862916
1821	0.1812736814
1822	0.1812558693
1823	0.181228532
1824	0.1812005828
1825	0.1811816733
1826	0.1811567469
1827	0.1811337711
1828	0.1811165308
1829	0.1810932491
1830	0.1810779078
1831	0.1810553188
1832	0.1810393104
1833	0.1810282798
1834	0.1810151367
1835	0.1809930751
1836	0.1809706671
1837	0.1809517098
1838	0.1809291196
1839	0.1809145883
1840	0.1808880468
1841	0.1808732693
1842	0.1808490853
1843	0.1808312027
1844	0.180807232
1845	0.1807950866
1846	0.1807801576
1847	0.1807643773
1848	0.1807490642
1849	0.1807285012
1850	0.1807127493
1851	0.1806841246
1852	0.1806539087
1853	0.1806311852
1854	0.1806005757
1855	0.1805850958
1856	0.180564414
1857	0.1805479038
1858	0.1805338927
1859	0.180516919
1860	0.1805018913
1861	0.1804753095
1862	0.1804629749
1863	0.1804427844
1864	0.1804236574
1865	0.1804044561
1866	0.1803821123
1867	0.1803601389
1868	0.1803220211
1869	0.1803075582
1870	0.1802901158
1871	0.1802761034
1872	0.1802609968
1873	0.1802409311
1874	0.180221873
1875	0.1801995479
1876	0.1801779454
1877	0.1801586466
1878	0.1801445993
1879	0.1801260878
1880	0.1801064742
1881	0.180069309
1882	0.1800470007
1883	0.1800286684
1884	0.1800068612
1885	0.179981403
1886	0.1799697132
1887	0.179953609
1888	0.1799349167
1889	0.1799075053
1890	0.1798947207
1891	0.1798676948
1892	0.1798492922
1893	0.1798326691
1894	0.1798172016
1895	0.1798014576
1896	0.179784292
1897	0.1797634517
1898	0.1797448441
1899	0.1797263692
1900	0.179714811
1901	0.1796945286
1902	0.1796684938
1903	0.1796525134
1904	0.1796288987
1905	0.1796099105
1906	0.1795802791
1907	0.17955829
1908	0.1795336655
1909	0.1795199557
1910	0.1795082731
1911	0.1794856424
1912	0.1794735409
1913	0.1794546239
1914	0.1794377766
1915	0.1794138163
1916	0.1793973156
1917	0.1793758041
1918	0.1793487917
1919	0.1793311314
1920	0.1793087878
1921	0.1792842033
1922	0.1792721225
1923	0.179258188
1924	0.179239543
1925	0.1792155357
1926	0.1791928035
1927	0.1791771898
1928	0.1791340611
1929	0.1791053721
1930	0.1790930335
1931	0.1790659445
1932	0.1790455904
1933	0.1790279895
1934	0.1790095884
1935	0.1789832172
1936	0.1789617738
1937	0.1789417174
1938	0.1789305793
1939	0.1789115429
1940	0.1788771791
1941	0.178851683
1942	0.1788365521
1943	0.1788141931
1944	0.1787987469
1945	0.1787752418
1946	0.1787643606
1947	0.178737961
1948	0.1787243013
1949	0.1786884373
1950	0.1786752121
1951	0.1786573902
1952	0.1786411833
1953	0.1786262189
1954	0.1785963804
1955	0.1785716504
1956	0.1785482721
1957	0.1785331427
1958	0.1785095297
1959	0.1784928441
1960	0.1784719308
1961	0.1784559974
1962	0.1784407238
1963	0.1784261032
1964	0.1784095107
1965	0.1783830733
1966	0.1783685509
1967	0.1783352699
1968	0.1783276628
1969	0.1783087369
1970	0.1782921634
1971	0.1782778648
1972	0.1782643539
1973	0.1782439176
1974	0.1782304739
1975	0.1782168802
1976	0.1782024262
1977	0.1781872965
1978	0.178165211
1979	0.1781538146
1980	0.1781291833
1981	0.1781072762
1982	0.1780749912
1983	0.1780611241
1984	0.1780446729
1985	0.1780225857
1986	0.1780122608
1987	0.1779873072
1988	0.1779730208
1989	0.1779570068
1990	0.1779353513
1991	0.1779211779
1992	0.1778960282
1993	0.1778689419
1994	0.1778452456
1995	0.1778236348
1996	0.1777980456
1997	0.1777867869
1998	0.1777642084
1999	0.1777450411
