iter	Logloss
171	0.2556827124
172	0.2553239804
173	0.2551708967
174	0.2550729122
175	0.2549223828
176	0.2548035466
177	0.2544203597
178	0.2543081505
179	0.2540959267
180	0.2539223676
181	0.2537811109
182	0.2536547711
183	0.2533563614
184	0.2530896325
185	0.2529985646
186	0.2526579253
187	0.2525621701
188	0.2524837052
189	0.2522741936
190	0.2520711661
191	0.2518456904
192	0.2516839518
193	0.2515302301
194	0.2514612886
195	0.2512356952
196	0.250924966
197	0.2508093279
198	0.2506583792
199	0.2505795324
200	0.250291742
201	0.2501833204
202	0.2500558338
203	0.2494346157
204	0.2492345281
205	0.2491150037
206	0.2489855839
207	0.248863353
208	0.2487748307
209	0.2486212223
210	0.248372295
211	0.2482285446
212	0.2481615693
213	0.2479409296
214	0.2476904032
215	0.2475926502
216	0.2473067622
217	0.247151043
218	0.2470464966
219	0.2469813231
220	0.2468951825
221	0.2468328987
222	0.2467535932
223	0.2466682925
224	0.2464706662
225	0.2463529396
226	0.246182559
227	0.246070598
228	0.2459756444
229	0.2459134227
230	0.2458171379
231	0.2456553444
232	0.2455859035
233	0.2454998329
234	0.2453134605
235	0.2452215434
236	0.2450068572
237	0.2449282434
238	0.2441032791
239	0.2437071231
240	0.2436661208
241	0.2435667396
242	0.2434184024
243	0.2433357708
244	0.2432650637
245	0.242934469
246	0.2424107168
247	0.2422861207
248	0.2422298221
249	0.2418469947
250	0.241570909
251	0.2414353544
252	0.240828501
253	0.2407456358
254	0.2406450897
255	0.2401800078
256	0.2401260983
257	0.2400059863
258	0.2398267202
259	0.2397303456
260	0.2396326928
261	0.2394225176
262	0.2393503437
263	0.2392347681
264	0.2391497435
265	0.2390485285
266	0.2388710404
267	0.2388069005
268	0.2386349835
269	0.2385343189
270	0.2383147127
271	0.2378325587
272	0.2375740825
273	0.2375059272
274	0.2374284383
275	0.237239787
276	0.237006066
277	0.2369102306
278	0.236682743
279	0.236594842
280	0.2362943358
281	0.2361980963
282	0.23612241
283	0.2359213867
284	0.2357892625
285	0.2357144651
286	0.2356289689
287	0.235558122
288	0.2354598843
289	0.2350602603
290	0.2349916536
291	0.2348285982
292	0.2341104776
293	0.2336403607
294	0.2335730839
295	0.2333673252
296	0.2332008573
297	0.23314306
298	0.2327791845
299	0.2327198673
300	0.2326471041
301	0.2325766783
302	0.2322659848
303	0.2320736607
304	0.2320005384
305	0.2319389247
306	0.2318381652
307	0.2317753124
308	0.2317133909
309	0.2316625786
310	0.2315822193
311	0.2315118909
312	0.231416553
313	0.2313241955
314	0.2311102962
315	0.2310306295
316	0.2307996276
317	0.2307208581
318	0.2306722415
319	0.2306025115
320	0.2305066409
321	0.2303682065
322	0.2303173563
323	0.2302543259
324	0.2301814932
325	0.230112127
326	0.2300620475
327	0.2299845318
328	0.2299193389
329	0.229862893
330	0.2298042933
331	0.229740841
332	0.2296712784
333	0.2296298181
334	0.229569762
335	0.22948947
336	0.2293984588
337	0.2293292527
338	0.2292558478
339	0.2291965984
340	0.2291464864
341	0.2290959948
342	0.2290158978
343	0.2288180478
344	0.228768276
345	0.228681952
346	0.2286329891
347	0.2285808643
348	0.2285281159
349	0.2284878537
350	0.2284332535
351	0.2282951107
352	0.2282385445
353	0.2281730928
354	0.2281065878
355	0.228053936
356	0.2279155961
357	0.2278621429
358	0.2277803045
359	0.2277164026
360	0.2276477868
361	0.2275570934
362	0.2275035837
363	0.2274435741
364	0.2273778295
365	0.2272946242
366	0.227218071
367	0.2271748401
368	0.2271185806
369	0.2267418807
370	0.2266810901
371	0.2266371996
372	0.2265640393
373	0.2265181388
374	0.2264645617
375	0.226403334
376	0.226347414
377	0.2262611661
378	0.2261012816
379	0.2260255793
380	0.225930855
381	0.2258654672
382	0.2258019121
383	0.2256773126
384	0.2256214363
385	0.2255730057
386	0.2255338731
387	0.2254732402
388	0.2254025054
389	0.2253254016
390	0.2252730812
391	0.2252198922
392	0.2251695827
393	0.2251228282
394	0.2250674282
395	0.2250163501
396	0.2249785899
397	0.2249315314
398	0.2248588308
399	0.2248005153
400	0.2247612265
401	0.2247070507
402	0.2246701477
403	0.2245597494
404	0.2245151189
405	0.2244623428
406	0.2244157406
407	0.2243723933
408	0.2243146206
409	0.2242691379
410	0.2242230684
411	0.224167146
412	0.2241267471
413	0.2240824855
414	0.2240136912
415	0.2239706014
416	0.2239174369
417	0.2238778611
418	0.2238180307
419	0.2236629283
420	0.2236231801
421	0.2235790225
422	0.2235032618
423	0.223446261
424	0.2234047249
425	0.223341723
426	0.2232861343
427	0.2232500485
428	0.2232144767
429	0.2230460498
430	0.2229981115
431	0.2229601169
432	0.2229188156
433	0.2228530984
434	0.2227811378
435	0.2227317732
436	0.2226724777
437	0.2226441545
438	0.2226048346
439	0.2225493876
440	0.2225147509
441	0.2224476354
442	0.2224004362
443	0.2223529516
444	0.2222862677
445	0.2222570787
446	0.2222029092
447	0.2220871999
448	0.2220301988
449	0.2219816983
450	0.2219391869
451	0.2218900384
452	0.2218459369
453	0.2217991902
454	0.2216250756
455	0.221586073
456	0.2215281234
457	0.2214873253
458	0.2214536895
459	0.2213623483
460	0.2213163872
461	0.221158082
462	0.2211089513
463	0.2210532131
464	0.2210125717
465	0.2209742989
466	0.2209253012
467	0.2208669902
468	0.2208288239
469	0.2207799332
470	0.2205968011
471	0.2205389792
472	0.2204937782
473	0.22042751
474	0.2203830739
475	0.2202973254
476	0.2202466821
477	0.2201513395
478	0.2201171678
479	0.2200664803
480	0.2199272161
481	0.2198746912
482	0.2198363796
483	0.2198006875
484	0.2197595506
485	0.2196953158
486	0.2196550389
487	0.2196150401
488	0.2195633207
489	0.2195300835
490	0.2194876393
491	0.2194395743
492	0.2194014481
493	0.2193634129
494	0.2193113749
495	0.2192570031
496	0.2191816378
497	0.2191324054
498	0.2190703949
499	0.2190287931
500	0.2190021199
501	0.2189582744
502	0.2189108775
503	0.2188855819
504	0.2188471865
505	0.2187371563
506	0.2186989574
507	0.2186591068
508	0.2186308706
509	0.2185944592
510	0.2185312073
511	0.2184700683
512	0.2184146063
513	0.2183785884
514	0.2183431538
515	0.218265257
516	0.2182348129
517	0.2181840838
518	0.2181270912
519	0.2180759432
520	0.2179861409
521	0.2179405502
522	0.2179099659
523	0.2178663748
524	0.2177640613
525	0.2177176984
526	0.2176777634
527	0.2176378844
528	0.2175848622
529	0.2175366905
530	0.2174924258
531	0.2174541289
532	0.2174239841
533	0.2172873863
534	0.2172421018
535	0.2172004558
536	0.2171604646
537	0.2171276951
538	0.2170869549
539	0.2170456157
540	0.2170011479
541	0.2169467596
542	0.216909281
543	0.2168577003
544	0.2168016256
545	0.216764629
546	0.2167324705
547	0.2166781791
548	0.2166313154
549	0.2165994068
550	0.2165733363
551	0.2165409617
552	0.2164947948
553	0.2164402203
554	0.2164028644
555	0.216371488
556	0.2163328412
557	0.2162863669
558	0.2162438631
559	0.2162017977
560	0.2161265851
561	0.21609462
562	0.2160601789
563	0.216028031
564	0.2159275597
565	0.2158991518
566	0.2158669073
567	0.2158257453
568	0.2157880093
569	0.2157627984
570	0.2157073459
571	0.2156609044
572	0.2156141955
573	0.2155772319
574	0.2154785016
575	0.2154391343
576	0.215391446
577	0.2153492486
578	0.2152853898
579	0.2152292599
580	0.21518901
581	0.2151449796
582	0.2151049401
583	0.2150735372
584	0.2150350834
585	0.214975974
586	0.2149439556
587	0.2149049874
588	0.2148691037
589	0.2148206938
590	0.2147676112
591	0.2147323228
592	0.2147039426
593	0.2146646
594	0.2146251172
595	0.2145904552
596	0.2145569649
597	0.2145198966
598	0.2144776723
599	0.2144284471
600	0.2143980259
601	0.2143670988
602	0.214335683
603	0.2143052094
604	0.2142342692
605	0.2141962483
606	0.214171802
607	0.2141257905
608	0.2140838323
609	0.2140403572
610	0.2139860919
611	0.2139630892
612	0.2139245837
613	0.2138925285
614	0.2138414907
615	0.213804732
616	0.2137839902
617	0.2137470426
618	0.2137038332
619	0.2136568613
620	0.2136239158
621	0.2135947843
622	0.2135512857
623	0.2135139728
624	0.2134676814
625	0.2134093747
626	0.2133843306
627	0.2133496065
628	0.2133073133
629	0.2132630978
630	0.2132171154
631	0.213181122
632	0.2131545881
633	0.213117988
634	0.2130729867
635	0.21303739
636	0.2129991329
637	0.2129689227
638	0.2129358224
639	0.2128214034
640	0.2127870185
641	0.2127380822
642	0.2127008702
643	0.2126424309
644	0.2125998656
645	0.2125218907
646	0.2124832057
647	0.2124404262
648	0.2124085284
649	0.2123685559
650	0.2123363459
651	0.2122993154
652	0.2122666363
653	0.2122368307
654	0.2121923264
655	0.2121578766
656	0.2121077716
657	0.212079123
658	0.2120572372
659	0.2120326355
660	0.2119621304
661	0.2119231301
662	0.2118869437
663	0.2118469096
664	0.2118139756
665	0.2117775817
666	0.2117495306
667	0.2117101013
668	0.2116791696
669	0.2116502873
670	0.2116156238
671	0.2115806591
672	0.2115477084
673	0.211519199
674	0.2114833864
675	0.2114235875
676	0.2113914201
677	0.2113506555
678	0.2113296517
679	0.2112905589
680	0.2112550215
681	0.2112312757
682	0.2111759798
683	0.2111571694
684	0.2110677197
685	0.2110307212
686	0.2109873781
687	0.2109559286
688	0.2109124174
689	0.2108927881
690	0.2108611854
691	0.2108228191
692	0.2107957193
693	0.2107710109
694	0.2107370103
695	0.2107000539
696	0.2106688167
697	0.210646266
698	0.2106146128
699	0.2105777283
700	0.2105160533
701	0.2104883385
702	0.2104603622
703	0.2104246884
704	0.2103942031
705	0.2103728981
706	0.2103458864
707	0.2103055394
708	0.2102714795
709	0.2102294727
710	0.2100827238
711	0.2100496717
712	0.2100151993
713	0.2099766158
714	0.2099453027
715	0.209922388
716	0.2098976682
717	0.2098269944
718	0.2097942354
719	0.2097666019
720	0.2097293815
721	0.2096873713
722	0.209647996
723	0.2096129492
724	0.2095802448
725	0.2095344535
726	0.2094804799
727	0.209445877
728	0.2094080472
729	0.2093759498
730	0.209345525
731	0.2092984782
732	0.2092598345
733	0.2092338629
734	0.2092125633
735	0.2091855228
736	0.2091539359
737	0.2091259324
738	0.2090246018
739	0.2089997216
740	0.2089121506
741	0.2088820376
742	0.2088639107
743	0.2087937784
744	0.2087626957
745	0.2087407402
746	0.2087057489
747	0.2086888089
748	0.2086594249
749	0.2086294763
750	0.2085771278
751	0.2085447429
752	0.2085225261
753	0.2084941603
754	0.2084699701
755	0.2084513864
756	0.2084150568
757	0.2083858794
758	0.2083583322
759	0.2082564088
760	0.2082277856
761	0.2082014639
762	0.2081802514
763	0.2081535289
764	0.2081075734
765	0.2080839195
766	0.2080339608
767	0.2080076893
768	0.2079753239
769	0.2079443979
770	0.2079065545
771	0.2078835551
772	0.2078249321
773	0.2077926366
774	0.2077728599
775	0.207743702
776	0.2077067991
777	0.2076797768
778	0.2076295553
779	0.2076107388
780	0.2075761954
781	0.2075432155
782	0.207511747
783	0.2074824791
784	0.2074515893
785	0.2074164972
786	0.2073699954
787	0.2073344155
788	0.2072906344
789	0.2072496625
790	0.2072179802
791	0.2071916227
792	0.2071497427
793	0.2071140325
794	0.2070848178
795	0.2070679712
796	0.2070363166
797	0.2070041255
798	0.2069657249
799	0.2069298738
800	0.2068990272
801	0.2068402453
802	0.2068055473
803	0.2067891401
804	0.2067526252
805	0.2067220671
806	0.2066758156
807	0.2066579669
808	0.2066326094
809	0.2066012809
810	0.2065713727
811	0.2065406537
812	0.206484493
813	0.2064500839
814	0.2064125545
815	0.2063812464
816	0.2063489685
817	0.206319345
818	0.2062884525
819	0.2062618925
820	0.2062286515
821	0.2062025965
822	0.2061667074
823	0.2061306068
824	0.2060909309
825	0.2060625115
826	0.2060368307
827	0.20600679
828	0.2059761474
829	0.2059515725
830	0.205876271
831	0.2058439474
832	0.2058118515
833	0.2057883435
834	0.2057592309
835	0.2057340536
836	0.2057080197
837	0.2056798497
838	0.2056497269
839	0.2056138883
840	0.2055940089
841	0.205540619
842	0.2055089731
843	0.2054629007
844	0.2054321174
845	0.2053994236
846	0.2053671741
847	0.2053359926
848	0.205309218
849	0.2052748506
850	0.2052474465
851	0.2052141618
852	0.2051758099
853	0.2051423665
854	0.2051102451
855	0.2050811986
856	0.2050407148
857	0.2050188899
858	0.2049926764
859	0.2049688222
860	0.2049410681
861	0.2049236114
862	0.2048973066
863	0.2048650615
864	0.20483941
865	0.2048206293
866	0.2047902612
867	0.2047624877
868	0.2047300503
869	0.2047046381
870	0.2046646706
871	0.2046366904
872	0.2046099639
873	0.2045788057
874	0.2045548362
875	0.2044848183
876	0.2044517782
877	0.2044245151
878	0.2043981477
879	0.204361069
880	0.2043249633
881	0.204287481
882	0.2042615197
883	0.2041757741
884	0.2041417215
885	0.2041182169
886	0.2040863355
887	0.2040673449
888	0.2040441496
889	0.204021032
890	0.2039952118
891	0.2039705207
892	0.203954108
893	0.203932911
894	0.2039027959
895	0.203867499
896	0.2038273756
897	0.2037941365
898	0.2037684235
899	0.2037446708
900	0.2037210308
901	0.2036846243
902	0.2036594818
903	0.203633307
904	0.2035954064
905	0.2035368377
906	0.2035165249
907	0.2034862389
908	0.2034648242
909	0.2034404487
910	0.2034133697
911	0.2033990902
912	0.2033662552
913	0.2033326219
914	0.2033020766
915	0.2032786736
916	0.203256837
917	0.203229572
918	0.2032047961
919	0.2031836994
920	0.2031584783
921	0.2031292665
922	0.2030708195
923	0.2030455066
924	0.2030165061
925	0.2029820922
926	0.2029644296
927	0.2029091326
928	0.2028786566
929	0.2028233444
930	0.2027913576
931	0.2027570698
932	0.2027424112
933	0.2027206201
934	0.2026926513
935	0.2026732368
936	0.2026407919
937	0.2026197625
938	0.2025786922
939	0.2025451614
940	0.2025111682
941	0.2024776688
942	0.2024571878
943	0.2024364603
944	0.2023711852
945	0.2023412195
946	0.2023157931
947	0.2022914261
948	0.2022565155
949	0.2022331199
950	0.2022065203
951	0.2021812679
952	0.2021618043
953	0.2021397933
954	0.2021147148
955	0.2020859437
956	0.2020538499
957	0.2020108821
958	0.2019440733
959	0.2018870914
960	0.2018591047
961	0.2018268174
962	0.2017984097
963	0.2017188344
964	0.201686733
965	0.2016634134
966	0.201636696
967	0.2015917238
968	0.2015662991
969	0.2015460741
970	0.2015198622
971	0.2014858117
972	0.2014642311
973	0.201440103
974	0.2014063557
975	0.2013840236
976	0.201350881
977	0.2013013796
978	0.2012851411
979	0.2012588356
980	0.2012079087
981	0.2011825562
982	0.201153533
983	0.201135638
984	0.2011188391
985	0.2010902279
986	0.2010510358
987	0.2010228447
988	0.2010023447
989	0.2009763408
990	0.2009530813
991	0.2009326673
992	0.2009035507
993	0.2008771919
994	0.200860034
995	0.2008265806
996	0.2008057048
997	0.2007751654
998	0.2007499487
999	0.2007338262
1000	0.2007145688
1001	0.2006863081
1002	0.2006581645
1003	0.2006196395
1004	0.2005964851
1005	0.2005776761
1006	0.2005485936
1007	0.2005296652
1008	0.200493296
1009	0.200458399
1010	0.2004342055
1011	0.2004029333
1012	0.2003846023
1013	0.2003651849
1014	0.2003334979
1015	0.2003010162
1016	0.2002859048
1017	0.2002637165
1018	0.2002361875
1019	0.2002055585
1020	0.2001816356
1021	0.2001604229
1022	0.2001335206
1023	0.2001241573
1024	0.2000985643
1025	0.2000789629
1026	0.2000467573
1027	0.2000138337
1028	0.1999805093
1029	0.1999443544
1030	0.1999217328
1031	0.1998997651
1032	0.1998683437
1033	0.1998396447
1034	0.1998262058
1035	0.1998013213
1036	0.1997730916
1037	0.1997312088
1038	0.1997131483
1039	0.1996945823
1040	0.1996660088
1041	0.1996399418
1042	0.1996159099
1043	0.1995868456
1044	0.1995532178
1045	0.1995228225
1046	0.1994975731
1047	0.1994794873
1048	0.1994456876
1049	0.1994162274
1050	0.1993926038
1051	0.1993759146
1052	0.1993406618
1053	0.1993128319
1054	0.1992875811
1055	0.199262468
1056	0.1992420488
1057	0.1992138141
1058	0.1991924241
1059	0.1991677167
1060	0.1991401393
1061	0.1991203483
1062	0.1990850249
1063	0.1990594283
1064	0.1990320168
1065	0.1990091329
1066	0.1989844691
1067	0.1989578616
1068	0.1989317
1069	0.1989039552
1070	0.1988710444
1071	0.1988467017
1072	0.1988231101
1073	0.1987956576
1074	0.1987786902
1075	0.1987519183
1076	0.1987297226
1077	0.1987123156
1078	0.1986938519
1079	0.1986668138
1080	0.198611982
1081	0.1985969404
1082	0.1985733015
1083	0.1985266329
1084	0.1985069804
1085	0.1984923631
1086	0.1984642008
1087	0.198299561
1088	0.1982806149
1089	0.1982465551
1090	0.1982204735
1091	0.1981996923
1092	0.1981750272
1093	0.1981435401
1094	0.1981135265
1095	0.1980901141
1096	0.1980666199
1097	0.1980402281
1098	0.1980184905
1099	0.1979728383
1100	0.1979476496
1101	0.1979305316
1102	0.197909161
1103	0.1978832811
1104	0.1978556673
1105	0.1978240738
1106	0.1977996989
1107	0.197773712
1108	0.1977412035
1109	0.1977095347
1110	0.1976788599
1111	0.1976604173
1112	0.1976090505
1113	0.1975871388
1114	0.1975639586
1115	0.1975463242
1116	0.1975169937
1117	0.1974890919
1118	0.1974220281
1119	0.1974012473
1120	0.1973727125
1121	0.197343702
1122	0.197319915
1123	0.197286973
1124	0.1972389619
1125	0.1972189648
1126	0.1971913223
1127	0.1971538019
1128	0.1971106694
1129	0.1970808361
1130	0.1970706877
1131	0.1970503921
1132	0.1970198716
1133	0.1969990829
1134	0.1969768747
1135	0.1969548378
1136	0.1969332223
1137	0.1969045257
1138	0.1968815835
1139	0.1968551671
1140	0.1968238191
1141	0.1967992019
1142	0.1967766375
1143	0.1967441148
1144	0.1967118958
1145	0.1966902506
1146	0.1966666535
1147	0.1966443657
1148	0.1965727055
1149	0.1965547126
1150	0.1965349933
1151	0.1964920519
1152	0.1964622874
1153	0.1964479025
1154	0.1964164933
1155	0.1963966392
1156	0.1963655758
1157	0.1963483238
1158	0.1963163285
1159	0.196288303
1160	0.1962590753
1161	0.1962368857
1162	0.1962151815
1163	0.1961923587
1164	0.1961725212
1165	0.1961440765
1166	0.196116128
1167	0.1960611638
1168	0.1960015114
1169	0.1959763616
1170	0.1959545339
1171	0.1959337095
1172	0.1959123441
1173	0.1958970638
1174	0.1958608441
1175	0.1958352531
1176	0.1958136699
1177	0.1957806933
1178	0.195758658
1179	0.1957341882
1180	0.1957009519
1181	0.1956791245
1182	0.1956554515
1183	0.1956340082
1184	0.1956139781
1185	0.1955951113
1186	0.1955627842
1187	0.1955421051
1188	0.1955198203
1189	0.1954913709
1190	0.1954748089
1191	0.1954500602
1192	0.1954215449
1193	0.1954046312
1194	0.195378491
1195	0.1953584759
1196	0.1953379318
1197	0.1953086545
1198	0.1952800831
1199	0.1952584339
1200	0.1952333821
1201	0.1952076117
1202	0.1951911614
1203	0.1951684601
1204	0.1951388254
1205	0.1950451136
1206	0.1950207768
1207	0.1949955256
1208	0.1949687541
1209	0.1949451821
1210	0.1949247979
1211	0.1949057058
1212	0.1948804754
1213	0.1948265964
1214	0.1948105455
1215	0.1947858144
1216	0.1947252621
1217	0.1947001693
1218	0.1946727363
1219	0.1946489691
1220	0.1945831898
1221	0.1945634653
1222	0.1945415799
1223	0.1945205099
1224	0.1944940449
1225	0.1944783755
1226	0.1944579323
1227	0.1944417839
1228	0.1944202686
1229	0.1943815227
1230	0.1943521257
1231	0.1943205007
1232	0.1942911392
1233	0.194262688
1234	0.1942411484
1235	0.1942191229
1236	0.1941985704
1237	0.1941783404
1238	0.1941614144
1239	0.1941400123
1240	0.1941121573
1241	0.1940899235
1242	0.1940659608
1243	0.1940336048
1244	0.1940072851
1245	0.1939809989
1246	0.193960296
1247	0.1939396984
1248	0.1939202716
1249	0.1938981106
1250	0.1938729445
1251	0.1938499888
1252	0.1938250622
1253	0.193799934
1254	0.1937657166
1255	0.1937417439
1256	0.1937146565
1257	0.1936957659
1258	0.1936704747
1259	0.1936483792
1260	0.1936189567
1261	0.1935867554
1262	0.193563157
1263	0.1935439346
1264	0.1935289493
1265	0.1935086101
1266	0.1934875486
1267	0.1934670722
1268	0.1934435392
1269	0.1934228015
1270	0.1933947079
1271	0.1933624871
1272	0.1933383966
1273	0.1933068826
1274	0.1932874187
1275	0.1932692795
1276	0.1932477195
1277	0.1932167844
1278	0.1931891214
1279	0.1931688227
1280	0.1931514029
1281	0.1931361473
1282	0.1931155401
1283	0.1930925551
1284	0.193070579
1285	0.1930534262
1286	0.1930316293
1287	0.193013507
1288	0.1929922442
1289	0.1929769368
1290	0.1929503261
1291	0.192917172
1292	0.1929004904
1293	0.192876651
1294	0.1928605777
1295	0.1928323226
1296	0.1928085982
1297	0.1927726398
1298	0.1927531796
1299	0.1927335992
1300	0.1927053891
1301	0.1926812615
1302	0.1926588755
1303	0.1926359583
1304	0.1926187827
1305	0.1926015508
1306	0.192571769
1307	0.1925488509
1308	0.1925230458
1309	0.1924917506
1310	0.1924746129
1311	0.1924391206
1312	0.1924191535
1313	0.1923950633
1314	0.192372848
1315	0.1923560374
1316	0.1923348854
1317	0.1923066257
1318	0.1922827904
1319	0.1922657091
1320	0.1922413392
1321	0.1922207346
1322	0.192194006
1323	0.1921761262
1324	0.1920993645
1325	0.1920774057
1326	0.192047691
1327	0.1920218263
1328	0.1919361872
1329	0.1919118894
1330	0.1918918067
1331	0.1918669107
1332	0.1918473
1333	0.1918217707
1334	0.1918033322
1335	0.191777945
1336	0.1917595009
1337	0.1917435353
1338	0.191715194
1339	0.1916915032
1340	0.1916658113
1341	0.1916383048
1342	0.1916086425
1343	0.191576078
1344	0.1915522013
1345	0.1915218478
1346	0.191506396
1347	0.1914798261
1348	0.1914630804
1349	0.1914444232
1350	0.1914276959
1351	0.1914045859
1352	0.1913898868
1353	0.1913541418
1354	0.1913360606
1355	0.1913091211
1356	0.1912887922
1357	0.1912702462
1358	0.1912565265
1359	0.1912401103
1360	0.1912245827
1361	0.1912039418
1362	0.1911851511
1363	0.1911579426
1364	0.1911345365
1365	0.1911207966
1366	0.1910926289
1367	0.1910757033
1368	0.1910557467
1369	0.1910370179
1370	0.1910195575
1371	0.1909980935
1372	0.1909723395
1373	0.1909525748
1374	0.1909328473
1375	0.1909076164
1376	0.1908938134
1377	0.1908723148
1378	0.1908448046
1379	0.1908117459
1380	0.1907929725
1381	0.1907634204
1382	0.1907434662
1383	0.1907246467
1384	0.1907025687
1385	0.1906870467
1386	0.1906646532
1387	0.1905988732
1388	0.1905831716
1389	0.1905651469
1390	0.1905485703
1391	0.1905291429
1392	0.1904995683
1393	0.190481025
1394	0.1904563068
1395	0.1904325377
1396	0.1904084225
1397	0.1903835355
1398	0.1903612974
1399	0.1903378764
1400	0.1903234062
1401	0.1903026932
1402	0.1902800987
1403	0.190257708
1404	0.1902396482
1405	0.1902148206
1406	0.1902018213
1407	0.1901761503
1408	0.1901509097
1409	0.1901296671
1410	0.190107928
1411	0.1900888119
1412	0.1900657478
1413	0.1900390033
1414	0.1900267107
1415	0.1900084752
1416	0.1899861554
1417	0.189975479
1418	0.1899464433
1419	0.1899219775
1420	0.1899002238
1421	0.1898705391
1422	0.1898528175
1423	0.1898332274
1424	0.1898095561
1425	0.1897858756
1426	0.189766411
1427	0.1897516531
1428	0.1897295144
1429	0.1897061423
1430	0.1896923503
1431	0.1896702631
1432	0.1896498314
1433	0.189630625
1434	0.1896141942
1435	0.1895958569
1436	0.1895603016
1437	0.1895050285
1438	0.1894754823
1439	0.1894573866
1440	0.1894247041
1441	0.1894012942
1442	0.1893788443
1443	0.1893620946
1444	0.1893409373
1445	0.1893201485
1446	0.1893033731
1447	0.189281152
1448	0.1892582757
1449	0.1892339172
1450	0.1892098831
1451	0.1891839715
1452	0.1891667643
1453	0.1891463381
1454	0.1891210262
1455	0.1891008611
1456	0.1890809115
1457	0.1890637011
1458	0.1890408521
1459	0.1890237003
1460	0.18901128
1461	0.1889969519
1462	0.1889759312
1463	0.1889542319
1464	0.1889356663
1465	0.188921141
1466	0.1888976068
1467	0.188871593
1468	0.1888102225
1469	0.1887845883
1470	0.188756461
1471	0.1887361387
1472	0.1887060014
1473	0.1886856448
1474	0.188658143
1475	0.1886037895
1476	0.1885761349
1477	0.1885521098
1478	0.1885269315
1479	0.1885050135
1480	0.1884843688
1481	0.1884564728
1482	0.1884341885
1483	0.1884074067
1484	0.1883860842
1485	0.1883685052
1486	0.1883449824
1487	0.1883203166
1488	0.1883005214
1489	0.1882844556
1490	0.1882219378
1491	0.1881993932
1492	0.1881704114
1493	0.1881446573
1494	0.188120863
1495	0.188104157
1496	0.1880830193
1497	0.1880623964
1498	0.1880387952
1499	0.1880200819
1500	0.188005302
1501	0.1879840852
1502	0.187961635
1503	0.1879446042
1504	0.1879083835
1505	0.187882861
1506	0.1878544386
1507	0.1878384464
1508	0.1878200391
1509	0.187794375
1510	0.1877824202
1511	0.1877673301
1512	0.1877488516
